Motion Through Fluids Experiment Mon, Sep 23, 2024 8:48 PM
Time(sec)	Position(mm)
27.819	227.641
27.869	227.840
27.919	228.238
27.969	228.437
28.019	228.636
28.069	229.035
28.119	229.234
28.169	229.433
28.219	229.831
28.269	230.031
28.319	230.230
28.369	230.628
28.419	230.828
28.469	231.027
28.519	231.226
28.569	231.426
28.619	231.824
28.669	232.024
28.719	232.223
28.769	232.622
28.819	232.821
28.869	233.021
28.919	233.420
28.969	233.619
29.019	233.819
29.069	234.218
29.119	234.418
29.169	234.617
29.219	234.817
29.269	235.216
29.319	235.416
29.369	235.616
29.419	236.015
29.469	236.215
29.519	236.415
29.569	236.615
29.619	237.014
29.669	237.214
29.719	237.414
29.769	237.814
29.819	238.014
29.869	238.214
29.919	238.414
29.969	238.814
30.019	239.014
30.069	239.214
30.119	239.614
30.169	239.814
30.219	240.014
30.269	240.214
30.319	240.615
30.369	240.815
30.419	241.015
30.469	241.216
30.519	241.616
30.569	241.816
30.619	242.017
30.669	242.417
30.719	242.618
30.769	242.818
30.819	243.019
30.869	243.420
30.919	243.620
30.969	243.821
31.019	244.021
31.069	244.222
31.119	244.623
31.169	244.824
31.219	245.024
31.269	245.426
31.319	245.626
31.369	245.827
31.419	246.028
31.469	246.229
31.519	246.630
31.569	246.831
31.619	247.032
31.669	247.233
31.719	247.434
31.769	247.836
31.819	248.036
31.869	248.237
31.919	248.438
31.969	248.640
32.019	249.042
32.069	249.243
32.119	249.444
32.169	249.645
32.219	250.047
32.269	250.249
32.319	250.450
32.369	250.651
32.419	250.852
32.469	251.255
32.519	251.456
32.569	251.658
32.619	251.859
32.669	252.262
32.719	252.464
32.769	252.665
32.819	252.867
32.869	253.068
32.919	253.471
32.969	253.673
33.019	253.874
33.069	254.076
33.119	254.278
33.169	254.681
33.219	254.883
33.269	255.085
33.319	255.287
33.369	255.488
33.419	255.892
33.469	256.094
33.519	256.296
33.569	256.498
33.619	256.902
33.669	257.104
33.719	257.306
33.769	257.508
33.819	257.710
33.869	257.912
33.919	258.317
33.969	258.519
34.019	258.721
34.069	258.923
34.119	259.126
34.169	259.530
34.219	259.733
34.269	259.935
34.319	260.137
34.369	260.340
34.419	260.745
34.469	260.947
34.519	261.150
34.569	261.352
34.619	261.555
34.669	261.758
34.719	262.163
34.769	262.366
34.819	262.568
34.869	262.771
34.919	262.974
34.969	263.380
35.019	263.380
35.069	263.785
35.119	263.988
35.169	264.191
35.219	264.394
35.269	264.597
35.319	264.800
35.369	265.003
35.419	265.409
35.469	265.612
35.519	265.816
35.569	266.019
35.619	266.222
35.669	266.425
35.719	266.832
35.769	267.035
35.819	267.239
35.869	267.442
35.919	267.645
35.969	267.849
36.019	268.256
36.069	268.459
36.119	268.663
36.169	268.866
36.219	269.070
36.269	269.274
36.319	269.681
36.369	269.885
36.419	270.089
36.469	270.292
36.519	270.496
36.569	270.700
36.619	270.904
36.669	271.312
36.719	271.516
36.769	271.720
36.819	271.924
36.869	272.128
36.919	272.332
36.969	272.536
37.019	272.944
37.069	273.148
37.119	273.353
37.169	273.557
37.219	273.761
37.269	273.966
37.319	274.170
37.369	274.579
37.419	274.783
37.469	274.988
37.519	275.192
37.569	275.397
37.619	275.601
37.669	275.806
37.719	276.215
37.769	276.420
37.819	276.625
37.869	276.829
37.919	277.034
37.969	277.239
38.019	277.444
38.069	277.854
38.119	278.059
38.169	278.264
38.219	278.469
38.269	278.674
38.319	278.879
38.369	279.084
38.419	279.289
38.469	279.494
38.519	279.699
38.569	279.905
38.619	280.315
38.669	280.521
38.719	280.726
38.769	280.931
38.819	281.137
38.869	281.342
38.919	281.548
38.969	281.753
39.019	281.959
39.069	282.370
39.119	282.576
39.169	282.782
39.219	282.987
39.269	283.193
39.319	283.399
39.369	283.605
39.419	283.811
39.469	284.016
39.519	284.428
39.569	284.634
39.619	284.840
39.669	285.046
39.719	285.253
39.769	285.459
39.819	285.665
39.869	285.871
39.919	286.284
39.969	286.490
