Motion Through Fluids Experiment Mon, Sep 23, 2024 8:25 PM
Time(sec)	Position(mm)
27.324	79.604
27.374	79.604
27.424	79.806
27.474	79.806
27.524	80.008
27.574	80.008
27.624	80.209
27.674	80.209
27.724	80.411
27.774	80.411
27.824	80.612
27.874	80.612
27.924	80.814
27.974	80.814
28.024	81.015
28.074	81.015
28.124	81.217
28.174	81.217
28.224	81.418
28.274	81.418
28.324	81.620
28.374	81.620
28.424	81.821
28.474	81.821
28.524	82.023
28.574	82.023
28.624	82.224
28.674	82.224
28.724	82.425
28.774	82.425
28.824	82.627
28.874	82.627
28.924	82.828
28.974	82.828
29.024	83.029
29.074	83.029
29.124	83.230
29.174	83.230
29.224	83.432
29.274	83.432
29.324	83.633
29.374	83.633
29.424	83.834
29.475	83.834
29.524	84.035
29.574	84.035
29.624	84.236
29.674	84.236
29.724	84.437
29.774	84.437
29.824	84.639
29.874	84.639
29.924	84.840
29.974	84.840
30.024	85.041
30.074	85.041
30.124	85.242
30.174	85.242
30.224	85.443
30.274	85.443
30.324	85.644
30.374	85.644
30.424	85.845
30.474	85.845
30.524	86.046
30.574	86.046
30.624	86.246
30.674	86.246
30.724	86.447
30.774	86.447
30.824	86.648
30.874	86.648
30.924	86.849
30.974	86.849
31.024	86.849
31.074	87.050
31.124	87.050
31.174	87.251
31.224	87.251
31.274	87.451
31.324	87.451
31.374	87.652
31.424	87.652
31.474	87.853
31.524	87.853
31.574	88.054
31.624	88.054
31.674	88.254
31.724	88.254
31.774	88.455
31.824	88.455
31.874	88.656
31.924	88.656
31.974	88.856
32.024	88.856
32.074	89.057
32.124	89.057
32.174	89.257
32.224	89.257
32.274	89.458
32.324	89.458
32.374	89.659
32.424	89.659
32.474	89.859
32.524	89.859
32.574	90.060
32.624	90.060
32.674	90.260
32.724	90.260
32.774	90.461
32.824	90.461
32.874	90.661
32.924	90.661
32.974	90.861
33.024	90.861
33.074	91.062
33.124	91.062
33.174	91.262
33.224	91.262
33.274	91.463
33.324	91.463
33.374	91.463
33.424	91.663
33.474	91.663
33.524	91.863
33.574	91.863
33.624	92.063
33.674	92.063
33.724	92.264
33.774	92.264
33.824	92.464
33.874	92.464
33.924	92.664
33.975	92.664
34.024	92.864
34.074	92.864
34.124	93.065
34.174	93.065
34.224	93.065
34.274	93.265
34.324	93.265
34.374	93.465
34.424	93.465
34.474	93.665
34.524	93.665
34.574	93.865
34.624	93.865
34.674	94.065
34.724	94.065
34.774	94.265
34.824	94.265
34.874	94.465
34.924	94.465
34.974	94.665
35.024	94.665
35.074	94.866
35.124	94.866
35.174	95.066
35.224	95.066
35.274	95.265
35.324	95.265
35.374	95.465
35.424	95.465
35.474	95.665
35.524	95.665
35.574	95.665
35.624	95.865
35.674	95.865
35.724	96.065
35.774	96.065
35.824	96.265
35.874	96.265
35.924	96.465
35.975	96.465
36.024	96.665
36.074	96.665
36.124	96.865
36.174	96.865
36.224	97.064
36.274	97.064
36.324	97.264
36.374	97.264
36.424	97.464
36.474	97.464
36.524	97.664
36.574	97.664
36.624	97.664
36.674	97.863
36.724	97.863
36.774	98.063
36.824	98.063
36.874	98.263
36.924	98.263
36.974	98.462
37.024	98.462
37.074	98.662
37.124	98.662
37.174	98.862
37.224	98.862
37.274	99.061
37.324	99.061
37.374	99.061
37.424	99.261
37.474	99.261
