Motion Through Fluids Experiment Mon, Sep 23, 2024 8:43 PM
Time(sec)	Position(mm)
30.994	165.057
31.044	165.254
31.095	165.450
31.144	165.647
31.194	165.844
31.244	166.040
31.294	166.237
31.344	166.433
31.394	166.630
31.444	166.826
31.494	167.023
31.544	167.220
31.594	167.416
31.644	167.613
31.694	167.809
31.744	168.006
31.794	168.203
31.844	168.203
31.894	168.399
31.944	168.596
31.994	168.792
32.044	168.989
32.094	169.186
32.144	169.382
32.194	169.579
32.244	169.775
32.294	169.972
32.344	170.169
32.394	170.365
32.444	170.562
32.494	170.758
32.544	170.955
32.594	171.152
32.644	171.152
32.694	171.348
32.744	171.545
32.794	171.741
32.844	171.938
32.894	172.135
32.944	172.331
32.994	172.528
33.044	172.724
33.094	172.921
33.144	173.118
33.194	173.314
33.244	173.511
33.294	173.708
33.344	173.708
33.394	173.904
33.444	174.101
33.494	174.297
33.544	174.494
33.594	174.691
33.644	174.887
33.694	175.084
33.744	175.281
33.794	175.477
33.844	175.674
33.894	175.870
33.944	176.067
33.994	176.067
34.044	176.264
34.094	176.460
34.144	176.657
34.194	176.854
34.244	177.050
34.294	177.247
34.344	177.444
34.394	177.640
34.444	177.640
34.494	177.837
34.544	178.034
34.595	178.230
34.644	178.427
34.694	178.624
34.744	178.820
34.794	179.017
34.844	179.214
34.894	179.411
34.944	179.607
34.994	179.607
35.044	179.804
35.094	180.001
35.145	180.197
35.194	180.394
35.244	180.591
35.294	180.787
35.344	180.984
35.394	181.181
35.444	181.378
35.494	181.574
35.544	181.574
35.594	181.771
35.644	181.968
35.694	182.165
35.744	182.361
35.794	182.558
35.844	182.755
35.894	182.952
35.944	183.148
35.994	183.345
36.044	183.345
36.094	183.542
36.144	183.739
36.194	183.936
36.244	184.132
36.294	184.329
36.344	184.526
36.394	184.723
36.444	184.920
36.494	185.116
36.544	185.116
36.594	185.313
36.644	185.510
36.694	185.707
36.744	185.904
36.794	186.100
36.844	186.297
36.894	186.494
36.944	186.691
36.994	186.691
37.044	186.888
37.094	187.085
37.144	187.282
37.194	187.478
37.244	187.675
37.294	187.675
37.344	187.872
37.394	188.069
37.444	188.266
37.494	188.463
37.544	188.660
37.594	188.857
37.644	189.054
37.694	189.251
37.744	189.251
37.794	189.448
37.844	189.644
37.894	189.841
37.944	190.038
37.994	190.235
38.044	190.432
38.094	190.629
38.145	190.629
38.194	190.826
38.244	191.023
38.294	191.221
38.344	191.417
38.394	191.614
38.444	191.811
38.494	192.008
38.544	192.008
38.594	192.205
38.644	192.402
38.694	192.599
38.744	192.796
38.794	192.993
38.844	193.190
38.894	193.387
38.944	193.387
38.994	193.584
39.044	193.782
39.094	193.979
39.144	194.176
39.194	194.373
39.244	194.570
39.294	194.767
39.344	194.767
39.394	194.964
39.444	195.161
39.494	195.358
39.544	195.556
39.594	195.753
39.644	195.950
39.694	195.950
39.744	196.147
39.794	196.344
39.844	196.541
39.894	196.738
39.944	196.936
39.994	197.133
40.044	197.133
40.094	197.330
40.144	197.527
40.194	197.724
40.244	197.922
40.294	198.119
40.344	198.316
40.394	198.316
40.444	198.513
40.494	198.711
40.544	198.908
40.594	199.105
40.644	199.105
40.694	199.303
40.744	199.500
40.794	199.697
40.844	199.894
40.894	200.092
40.944	200.289
40.994	200.289
41.044	200.486
41.094	200.684
41.144	200.881
41.194	201.079
41.244	201.276
41.294	201.276
41.344	201.473
41.394	201.671
41.444	201.868
41.494	202.066
41.544	202.263
41.594	202.460
41.644	202.460
41.694	202.658
41.744	202.856
41.794	203.053
41.844	203.250
41.894	203.448
41.944	203.448
41.994	203.645
42.044	203.843
42.094	204.040
42.144	204.238
42.194	204.435
42.244	204.435
42.294	204.633
42.344	204.830
42.394	205.028
42.444	205.225
42.494	205.423
42.544	205.423
42.594	205.621
42.644	205.818
42.694	206.016
42.744	206.213
42.794	206.411
42.844	206.411
42.894	206.609
42.944	206.807
42.994	207.004
43.044	207.202
43.094	207.399
43.144	207.399
43.194	207.597
43.244	207.795
43.294	207.992
43.344	208.190
43.394	208.190
43.444	208.388
43.494	208.586
43.544	208.783
43.594	208.981
43.644	209.179
43.694	209.179
43.744	209.377
43.794	209.574
43.844	209.772
43.894	209.772
43.944	209.970
43.994	210.168
44.044	210.366
44.094	210.564
44.144	210.761
44.194	210.761
44.244	210.959
44.294	211.157
44.344	211.355
44.394	211.553
44.444	211.553
44.494	211.751
44.544	211.950
44.594	212.148
44.644	212.345
44.694	212.345
44.744	212.543
44.794	212.741
44.844	212.939
44.894	213.137
44.944	213.335
44.994	213.335
45.044	213.533
45.094	213.731
45.144	213.929
45.194	214.127
45.244	214.127
45.294	214.325
45.344	214.523
45.394	214.722
45.444	214.919
45.494	214.919
45.544	215.118
45.594	215.316
45.644	215.514
45.694	215.712
45.744	215.712
45.794	215.910
45.844	216.108
45.894	216.307
45.944	216.505
45.994	216.505
46.044	216.703
46.094	216.901
46.144	217.100
46.194	217.298
46.244	217.298
46.294	217.496
46.344	217.694
46.394	217.893
46.444	218.091
46.494	218.091
46.544	218.289
46.594	218.488
46.644	218.686
46.694	218.884
46.744	218.884
46.794	219.083
46.844	219.281
46.894	219.480
46.944	219.480
46.994	219.678
47.044	219.877
47.094	220.075
47.144	220.075
47.194	220.274
47.244	220.472
47.294	220.671
47.344	220.869
47.394	220.869
47.444	221.068
47.494	221.267
47.544	221.465
47.594	221.465
47.644	221.663
47.694	221.863
47.744	222.060
47.794	222.259
47.844	222.259
47.894	222.458
47.944	222.657
47.994	222.855
48.044	222.855
48.094	223.054
48.144	223.253
48.194	223.451
48.244	223.650
48.294	223.650
48.344	223.849
48.394	224.048
48.444	224.246
48.494	224.246
48.544	224.445
48.594	224.644
48.644	224.843
48.694	224.843
48.744	225.041
48.794	225.240
48.844	225.440
48.894	225.638
48.944	225.638
48.994	225.838
49.044	226.036
49.094	226.235
49.144	226.235
49.194	226.434
49.244	226.633
49.294	226.832
49.344	227.031
49.394	227.031
49.444	227.230
49.494	227.429
49.544	227.628
49.594	227.628
49.644	227.828
49.694	228.027
49.744	228.225
49.794	228.225
49.844	228.424
49.894	228.623
49.944	228.822
49.994	228.822
